Location,Lat,Lon,LWE_Depth_Median,LWE_Depth_SD,Date
Sunbelt,35.7411,-120.6598,-121.044614976122,19.8167116875034,2009-08-16
Sunbelt,35.7411,-120.6598,-125.833009514567,19.0209467382773,2009-09-16
Sunbelt,35.7411,-120.6598,-144.311306593129,19.9510606236421,2009-10-16
Sunbelt,35.7411,-120.6598,-142.298253066538,19.972027366913,2009-11-16
Sunbelt,35.7411,-120.6598,-89.8707425107874,20.0454237383645,2009-12-16
Sunbelt,35.7411,-120.6598,-67.8971998356738,19.9986815638222,2010-01-16
Sunbelt,35.7411,-120.6598,6.69907939085294,20.2928001111992,2010-02-15
Sunbelt,35.7411,-120.6598,17.3042861852931,21.7323542188197,2010-03-16
Sunbelt,35.7411,-120.6598,5.4544102312371,19.1722980242661,2010-04-16
Sunbelt,35.7411,-120.6598,-3.78562009043598,19.1876964296112,2010-05-16
Sunbelt,35.7411,-120.6598,-29.2808587902776,23.3159400298035,2010-06-16
Sunbelt,35.7411,-120.6598,-66.8149829348352,19.163178157546,2010-07-16
Sunbelt,35.7411,-120.6598,-79.5772371931122,17.7988346617342,2010-08-16
Sunbelt,35.7411,-120.6598,-115.080870179049,18.4785842704712,2010-09-16
Sunbelt,35.7411,-120.6598,-112.429185632416,19.8261999524871,2010-10-16
Sunbelt,35.7411,-120.6598,-66.9912963706528,20.929645176985,2010-11-16
Sunbelt,35.7411,-120.6598,-17.3735146519352,22.1952325559888,2010-12-14
Sunbelt,35.7411,-120.6598,28.0249251074045,26.4181621400041,2011-02-18
Sunbelt,35.7411,-120.6598,95.7704541367234,24.6973638228262,2011-03-16
Sunbelt,35.7411,-120.6598,88.8779176021658,22.7771028069563,2011-04-16
Sunbelt,35.7411,-120.6598,70.2347906741684,21.048969321552,2011-05-16
Sunbelt,35.7411,-120.6598,8.99688694838937,22.3095924304225,2011-07-18
Sunbelt,35.7411,-120.6598,-26.9516968580202,20.5684632618347,2011-08-16
Sunbelt,35.7411,-120.6598,-33.5098479248537,19.5167628746738,2011-09-16
Sunbelt,35.7411,-120.6598,-49.0045790424921,18.6342590362314,2011-10-16
Sunbelt,35.7411,-120.6598,-54.8338513137898,19.0120346372224,2011-11-01
Sunbelt,35.7411,-120.6598,-59.9098241481523,18.2509124854366,2012-01-01
Sunbelt,35.7411,-120.6598,-70.3598956728283,17.4003721634282,2012-01-16
Sunbelt,35.7411,-120.6598,-58.1629021389006,18.8293082833575,2012-02-15
Sunbelt,35.7411,-120.6598,-40.3670009337075,17.3431245875331,2012-03-16
Sunbelt,35.7411,-120.6598,-10.8319352098113,21.1766411104529,2012-04-04
Sunbelt,35.7411,-120.6598,-64.9908766052533,19.4052009865246,2012-06-16
Sunbelt,35.7411,-120.6598,-87.2634457040999,17.9524797041147,2012-07-16
Sunbelt,35.7411,-120.6598,-99.8798602714061,17.9683541833393,2012-08-16
Sunbelt,35.7411,-120.6598,-111.306144411348,20.2735182924747,2012-09-13
Sunbelt,35.7411,-120.6598,-136.982315274894,20.6574164437115,2012-11-18
Sunbelt,35.7411,-120.6598,-78.836759188323,18.8817374073658,2012-12-16
Sunbelt,35.7411,-120.6598,-28.0793164254557,18.3868419318208,2013-01-16
Sunbelt,35.7411,-120.6598,-41.1821380500011,20.1277284599472,2013-02-14
Sunbelt,35.7411,-120.6598,-102.996488864259,20.958307596569,2013-04-21
Sunbelt,35.7411,-120.6598,-128.937074465047,18.2471207228377,2013-05-16
Sunbelt,35.7411,-120.6598,-151.593901872667,19.3073039296773,2013-06-16
Sunbelt,35.7411,-120.6598,-165.940374141649,18.923345792161,2013-07-16
Sunbelt,35.7411,-120.6598,-204.195111909201,18.9466625890825,2013-10-16
Sunbelt,35.7411,-120.6598,-215.950014210804,18.1819587207233,2013-11-16
Sunbelt,35.7411,-120.6598,-186.024907737317,18.4086788583959,2013-12-16
Sunbelt,35.7411,-120.6598,-194.596151182155,23.0213731857369,2014-01-09
Sunbelt,35.7411,-120.6598,-171.26105792617,16.4943061276945,2014-03-16
Sunbelt,35.7411,-120.6598,-183.131037316299,17.1075474764178,2014-04-16
Sunbelt,35.7411,-120.6598,-198.699942434983,17.0795580500086,2014-05-16
Sunbelt,35.7411,-120.6598,-220.690101141174,18.8859974253521,2014-06-13
Sunbelt,35.7411,-120.6598,-294.383216954074,17.4199503915969,2014-08-16
Sunbelt,35.7411,-120.6598,-289.123013377862,17.0000097497258,2014-09-16
Sunbelt,35.7411,-120.6598,-292.541818552209,16.4091766432436,2014-10-16
Sunbelt,35.7411,-120.6598,-300.706208930257,16.532417590383,2014-11-17
Sunbelt,35.7411,-120.6598,-246.228079123468,19.1620310943785,2015-01-22
Sunbelt,35.7411,-120.6598,-230.922980424687,34.0121169841731,2015-02-15
Sunbelt,35.7411,-120.6598,-227.133082514743,14.4480043428076,2015-03-16
Sunbelt,35.7411,-120.6598,-223.45241934549,15.7806199344904,2015-04-16
Sunbelt,35.7411,-120.6598,-246.773625349986,16.6776327472719,2015-04-27
Sunbelt,35.7411,-120.6598,-318.667157792296,18.3818152555603,2015-07-15
Sunbelt,35.7411,-120.6598,-312.970140855148,17.5904139814268,2015-08-16
Sunbelt,35.7411,-120.6598,-326.527310734246,19.5558026227539,2015-09-14
Sunbelt,35.7411,-120.6598,-287.40060088927,20.1222240266788,2015-12-23
Sunbelt,35.7411,-120.6598,-233.844974479192,18.2893625831367,2016-01-16
Sunbelt,35.7411,-120.6598,-165.124033030694,17.0647015847135,2016-02-14
Sunbelt,35.7411,-120.6598,-154.249211841613,17.7681042125706,2016-03-16
Sunbelt,35.7411,-120.6598,-213.982342860681,19.3101188463827,2016-05-20
Sunbelt,35.7411,-120.6598,-241.134164653122,18.5500699431864,2016-06-16
Sunbelt,35.7411,-120.6598,-267.942455860697,19.5107524273614,2016-07-15
Sunbelt,35.7411,-120.6598,-283.936274099135,23.0414772699035,2016-08-21
Sunbelt,35.7411,-120.6598,-257.549021514185,37.3056161562633,2016-11-27
Sunbelt,35.7411,-120.6598,-194.137969809889,37.6198330210404,2016-12-24
Sunbelt,35.7411,-120.6598,-137.97657510353,37.418210903044,2017-01-21
Sunbelt,35.7411,-120.6598,-88.6625886199752,37.5676436552287,2017-03-31
Sunbelt,35.7411,-120.6598,-80.3852754110603,36.3796116334935,2017-04-24
Sunbelt,35.7411,-120.6598,-88.0894327428825,34.843845352833,2017-05-12
Sunbelt,35.7411,-120.6598,-121.233254155932,34.3379220887262,2017-06-11
Sunbelt,35.7411,-120.6598,-186.213434753627,18.3170257915801,2018-06-16
Sunbelt,35.7411,-120.6598,-201.887755998045,17.9042050985587,2018-07-10
Sunbelt,35.7411,-120.6598,-241.052347301729,17.6888050522235,2018-10-31
Sunbelt,35.7411,-120.6598,-262.628839307958,15.8111868514805,2018-11-16
Sunbelt,35.7411,-120.6598,-233.713411618267,15.3308536986927,2018-12-16
Sunbelt,35.7411,-120.6598,-152.796902895182,15.3232121906401,2019-01-16
Sunbelt,35.7411,-120.6598,-96.7523099075598,15.6680256905795,2019-02-14
Sunbelt,35.7411,-120.6598,-29.1084832845047,15.1740296093846,2019-03-16
Sunbelt,35.7411,-120.6598,-83.1757063385353,15.1263408979162,2019-04-16
Sunbelt,35.7411,-120.6598,-97.5824875768909,15.1255060979876,2019-05-16
Sunbelt,35.7411,-120.6598,-100.21294195488,15.2010580628806,2019-06-16
Sunbelt,35.7411,-120.6598,-128.790834152137,15.1090799009856,2019-07-16
Sunbelt,35.7411,-120.6598,-155.289063537906,15.1424884993244,2019-08-16
Sunbelt,35.7411,-120.6598,-187.160877298445,15.3054028300269,2019-09-16
Sunbelt,35.7411,-120.6598,-235.455952332328,14.9760733855115,2019-10-16
Sunbelt,35.7411,-120.6598,-238.339425742541,15.1373447827698,2019-11-16
Sunbelt,35.7411,-120.6598,-135.268098438764,15.1429060305064,2019-12-16
Sunbelt,35.7411,-120.6598,-132.419516658105,15.4895141131511,2020-01-16
Sunbelt,35.7411,-120.6598,-140.544336073167,15.4901023133868,2020-02-15
Sunbelt,35.7411,-120.6598,-171.481425272493,15.2230484749133,2020-03-16
Sunbelt,35.7411,-120.6598,-142.622389611208,15.1437578042266,2020-04-16
Sunbelt,35.7411,-120.6598,-163.509885061879,15.1537295753872,2020-05-16
Sunbelt,35.7411,-120.6598,-185.367546344376,15.2867618939885,2020-06-16
Sunbelt,35.7411,-120.6598,-208.383208866626,15.0963297334103,2020-07-16
Sunbelt,35.7411,-120.6598,-250.362480766355,15.1536293473468,2020-08-16
Sunbelt,35.7411,-120.6598,-268.976054874364,15.2555235395982,2020-09-16
Sunbelt,35.7411,-120.6598,-258.872527380578,15.224336401951,2020-10-16
Sunbelt,35.7411,-120.6598,-264.91543020301,15.5378167569788,2020-11-16
Sunbelt,35.7411,-120.6598,-268.487257523824,15.263892207691,2020-12-16
Sunbelt,35.7411,-120.6598,-274.484956194416,15.1193623732364,2021-01-16
Sunbelt,35.7411,-120.6598,-249.88025169965,15.206124265955,2021-02-15
Sunbelt,35.7411,-120.6598,-239.888511697308,15.1727094565183,2021-03-16
Sunbelt,35.7411,-120.6598,-238.576901814407,15.067986657284,2021-04-16
Sunbelt,35.7411,-120.6598,-252.875431971318,14.9777881836214,2021-05-16
Sunbelt,35.7411,-120.6598,-289.490718589526,15.2362302560822,2021-06-16
Sunbelt,35.7411,-120.6598,-309.160925277307,15.0536957960214,2021-07-16
Sunbelt,35.7411,-120.6598,-304.558593750629,14.9745917128298,2021-08-16
Sunbelt,35.7411,-120.6598,-314.120513114258,15.2065422906366,2021-09-16
Sunbelt,35.7411,-120.6598,-327.754501285471,15.1233523746099,2021-10-16
Sunbelt,35.7411,-120.6598,-298.034116215093,15.0996338015209,2021-11-16
