location,numRuns,meanVal,streamflowRechargeScalar,thisFrcAreaUnderCult,thisFrcCultAreaWthIrr,thisWplant,runoffRatio,initialSoilMoisture,effectiveIrrigationRatio,recentHistoricSlope,rescaledRecentHistoricSlope,rechScalar
,,,,,,,,,,,,
1,1,377.513022996828,0,0.627948113207547,0.012676886792453,529.938739084224,0.08,120,0.85,1.45598672415204,114.853650426131,1
2,1,510.808271719573,0,0.904,0.079384615384615,528.965896010464,0.08,120,0.85,1.1608587622571,14.623220842386,1
2,2,509.704628038671,0,0.91126,0.0845830769230765,534.255554970569,0.092,117,0.84575,1.1608587622571,13.7244801736503,0.95
2,3,507.869389702577,0,0.91853815,0.0897945346153842,539.598110520274,0.1043,114.075,0.84152125,1.1608587622571,12.9279445261272,0.9025
2,4,505.323886546103,0,0.925834495375,0.0950190209519227,544.994091625477,0.1169075,111.223125,0.83731364375,1.1608587622571,12.2171198000921,0.857375
2,5,502.088003009212,0,0.933149081613437,0.100256568504302,550.444032541732,0.1298301875,108.442546875,0.83312707553125,1.1608587622571,11.5788798636898,0.81450625
2,6,498.180242179659,0,0.940481954317471,0.105507209925563,555.948472867149,0.1430759421875,105.731483203125,0.828961440153594,1.1608587622571,11.0026486633103,0.7737809375
2,7,493.617786408636,0,0.947833159203265,0.110770977950377,561.507957595821,0.156652840742187,103.088196123047,0.824816632952826,1.1608587622571,10.4798096372963,0.735091890625
2,8,488.416554665686,0,0.955202742101273,0.116047905395253,567.123037171779,0.170569161760742,100.510991219971,0.820692549788062,1.1608587622571,10.0032719961922,0.69833729609375
2,9,482.591256790721,0,0.962590748956526,0.121338025158741,572.794267543497,0.184833390804761,97.9982164394714,0.816589087039121,1.1608587622571,9.56714732037545,0.663420431289062
2,10,476.155444792933,0,0.969997225828917,0.126641370221638,578.522210218932,0.19945422557488,95.5482610284846,0.812506141603926,1.1608587622571,9.16650507038461,0.630249409724609
2,11,469.121561338778,0,0.977422218893489,0.131957973647192,584.307432321121,0.214440581214252,93.1595545027725,0.808443610895906,1.1608587622571,8.7971854232986,0.598736939238379
2,12,461.500985563915,0,0.984865774440723,0.13728786858131,590.150506644332,0.229801595744608,90.8305656402032,0.804401392841427,1.1608587622571,8.45565434333748,0.56880009227646
2,13,453.304076337152,0,0.992327938876825,0.142631088252763,596.052011710776,0.245546635638223,88.5598014991981,0.800379385877219,1.1608587622571,8.13889017098353,0.540360087662637
2,14,444.540213097819,0,0.999808758724017,0.147987665973395,602.012531827883,0.261685301529179,86.3458064617181,0.796377488947833,1.1608587622571,7.84429401343349,0.513342083279505
2,15,432.965207488467,0,1,0.153357635138329,608.032657146162,0.278227434067408,84.1871613001752,0.792395601503094,1.1608587622571,7.56961830566834,0.487674979115529
2,16,420.786224474639,0,1,0.158741029226175,614.112983717624,0.295183119919093,82.0824822676708,0.788433623495579,1.1608587622571,7.31290938402009,0.463291230159753
2,17,408.069255331488,0,1,0.16413788179924,620.2541135548,0.312562697917071,80.0304202109791,0.784491455378101,1.1608587622571,7.07246096715789,0.440126668651765
2,18,394.820349015534,0,1,0.169548226503738,626.456654690348,0.330376765364997,78.0296597057046,0.78056899810121,1.1608587622571,6.84677620164612,0.418120335219177
2,19,381.04473845642,0,1,0.174972097069998,632.721221237252,0.348636184499122,76.0789182130619,0.776666153110704,1.1608587622571,6.63453648722458,0.397214318458218
2,20,366.746869321573,0,1,0.180409527312672,639.048433449624,0.3673520891116,74.1769452577354,0.772782822345151,1.1608587622571,6.43457570976939,0.377353602535307
3,1,593.279107407145,0,0.738245412844037,0.069667431192661,527.306732869239,0.08,120,0.85,1.2966709222178,18.6122970234389,1
3,2,592.524469481731,0,0.745091026376147,0.0748415997706427,532.579800197931,0.092,117,0.84575,1.2966709222178,17.3255372171565,0.95
3,3,590.934030486481,0,0.751953753942087,0.0800287037700693,537.905598199911,0.1043,114.075,0.84152125,1.2966709222178,16.2025730910658,0.9025
3,4,588.532696260308,0,0.758833638326943,0.0852287755294944,543.28465418191,0.1169075,111.223125,0.83731364375,1.2966709222178,15.2140038873264,0.857375
3,5,585.343690637138,0,0.76573072242276,0.0904418474683182,548.717500723729,0.1298301875,108.442546875,0.83312707553125,1.2966709222178,14.3370680554931,0.81450625
3,6,581.388630258596,0,0.772645049228817,0.095667952086989,554.204675730966,0.1430759421875,105.731483203125,0.828961440153594,1.2966709222178,13.553869335875,0.7737809375
3,7,576.687595389084,0,0.779576661851889,0.100907121967206,559.746722488276,0.156652840742187,103.088196123047,0.824816632952826,1.2966709222178,12.8501427544351,0.735091890625
3,8,571.259196927066,0,0.786525603506519,0.106159389772124,565.344189713159,0.170569161760742,100.510991219971,0.820692549788062,1.2966709222178,12.2143780686867,0.69833729609375
3,9,565.120639796539,0,0.793491917515285,0.111424788246555,570.99763161029,0.184833390804761,97.9982164394714,0.816589087039121,1.2966709222178,11.6371854290501,0.663420431289062
3,10,558.287782893331,0,0.800475647309073,0.116703350217171,576.707607926393,0.19945422557488,95.5482610284846,0.812506141603926,1.2966709222178,11.1108286077893,0.630249409724609
3,11,550.775195752007,0,0.807476836427346,0.121995108592714,582.474684005657,0.214440581214252,93.1595545027725,0.808443610895906,1.2966709222178,10.6288763309912,0.598736939238379
3,12,542.596212090742,0,0.814495528518414,0.127300096364196,588.299430845714,0.229801595744608,90.8305656402032,0.804401392841427,1.2966709222178,10.1859382612573,0.56880009227646
3,13,533.762980383464,0,0.82153176733971,0.132618346605106,594.182425154171,0.245546635638223,88.5598014991981,0.800379385877219,1.2966709222178,9.77746258652174,0.540360087662637
